"Date","Price","Open","High","Low","Vol.","Change %"
"10/02/2024","6.500","6.150","6.750","6.300","5.93M","5.69%"
"09/30/2024","6.150","6.150","6.150","6.100","8.02M","9.82%"
"09/27/2024","5.600","6.000","5.900","5.600","3.04M","-6.67%"
"09/26/2024","6.000","6.050","6.000","6.000","402.58K","-0.83%"
"09/25/2024","6.050","6.350","6.100","6.050","799.14K","-4.72%"
"09/24/2024","6.350","6.350","6.350","6.350","1.84M","0.00%"
"09/23/2024","6.350","5.850","6.400","6.200","2.05M","8.55%"
"09/20/2024","5.850","5.500","5.850","5.800","2.30M","6.36%"
"09/19/2024","5.500","5.500","5.500","5.500","759.59K","0.00%"
"09/18/2024","5.500","5.500","5.500","5.500","874.76K","0.00%"
"09/17/2024","5.500","5.700","5.900","5.500","1.62M","-3.51%"
"09/13/2024","5.700","5.650","5.750","5.650","1.35M","0.88%"
"09/12/2024","5.650","5.400","5.650","5.650","743.23K","4.63%"
"09/11/2024","5.400","5.900","6.000","5.400","3.35M","-10.00%"
"09/10/2024","6.000","5.900","6.400","6.000","3.65M","1.69%"
"09/09/2024","5.900","5.400","5.900","5.700","3.04M","9.26%"
"09/06/2024","5.400","5.300","5.400","5.350","1.59M","1.89%"
"09/05/2024","5.300","5.150","5.400","5.100","1.65M","2.91%"
"09/04/2024","5.150","5.450","5.400","5.150","1.76M","-5.50%"
"09/03/2024","5.450","5.300","5.450","5.300","2.67M","2.83%"
"09/02/2024","5.300","5.500","5.600","4.950","19.48M","-3.64%"
"08/30/2024","5.500","5.650","5.500","5.500","1.33M","-2.65%"
